ID,지역,난이도,길이,시간,식수,화장실,매점,키워드1,키워드2,코스명
2,충남,2,13.8,240,0,1,1,자연,체험,남산 녹색 둘레길
0,충남,2,13.8,240,0,1,1,자연,체험,남산 녹색 둘레길
7,충남,2,13.8,240,0,1,1,자연,체험,남산 녹색 둘레길
8,충남,2,13.8,240,0,1,1,자연,체험,남산 녹색 둘레길
5,충남,3,2.1,60,1,1,1,자연,체험,거북이 마을 솔바람길
5,충남,3,2.1,60,1,1,1,자연,체험,거북이 마을 솔바람길
5,충남,3,2.1,60,1,1,1,자연,체험,거북이 마을 솔바람길
5,충남,3,50.5,2180,1,1,1,전통,체험,내포문화숲길
5,충남,2,15.2,250,1,1,1,전통,체험,내포문화숲길
5,충남,3,18,360,0,1,1,전통,자연,서산아라메길
5,충남,3,9,180,0,1,1,자연,체험,서산아라메길
8,충남,3,11,210,0,1,1,종교,자연,서산아라메길
7,충남,3,18,360,0,1,1,자연,체험,서산아라메길
1,충남,2,3,60,0,1,1,자연,전통,서산아라메길
4,충남,3,22,420,0,1,1,자연,체험,서산아라메길
9,충남,3,7,150,0,1,0,자연,체험,서산아라메길
5,충남,2,9,150,0,1,1,자연,체험,칠갑산 솔바람길
5,충남,4,10.2,210,0,1,1,전통,자연,칠갑산 솔바람길
1,충남,2,15,220,0,1,1,자연,체험,금강2경 도보여행길
5,충남,3,3.2,110,0,1,0,자연,체험,금강 솔바람길
8,충남,2,6,120,0,1,1,전통,체험,계백의 혼이 살아 숨쉬는 솔바람 길
5,강원,3,9,180,0,1,0,자연,체험,소양강둘레길
8,충남,3,4.63,120,1,1,1,전통,체험,부여 성흥산 솔바람길
0,충남,3,1.5,40,0,1,1,자연,체험,서천 생태원길
8,충남,3,13,210,1,1,1,전통,자연,서천 남산길
4,충남,3,3.77,60,0,1,1,자연,체험,철새나그네길
1,충남,2,3.6,50,1,1,1,자연,체험,철새나그네길
8,충남,3,12.5,120,0,1,0,전통,체험,천년 솔바람길
8,충남,3,18,480,0,1,1,전통,체험,탕정둘레길
7,충남,3,25.6,1120,1,1,1,자연,체험,천년의 숲길
9,충남,3,25.6,1120,1,1,1,자연,체험,천년의 숲길
7,충남,3,25.6,1120,1,1,1,자연,체험,천년의 숲길
0,충남,3,25.6,1120,1,1,1,자연,체험,천년의 숲길
5,충남,3,19,350,1,1,1,자연,체험,마곡사 솔바람길
5,충남,2,8.2,180,0,1,1,자연,전통,봉화산 솔바람길
5,충남,2,3,60,0,0,0,자연,전통,사계 솔바람길
1,충남,4,4.8,120,0,1,1,전통,체험,온천과 함께하는 솔바람길
8,충남,3,5.2,120,1,0,0,전통,체험,태조산 솔바람길
5,충남,2,3,60,0,1,0,전통,자연,억새길
5,충남,3,7.2,180,1,1,1,전통,자연,재너머 사래 긴 밭 가는 숲길
4,충남,4,10.2,210,1,1,1,자연,체험,태안 솔향기길
7,충남,3,16,240,1,1,1,전통,체험,가야구곡 녹색길
8,충남,3,24,600,0,1,1,전통,체험,부여 백마강길
4,충남,2,6,120,0,1,1,자연,체험,녹색길
8,충남,3,14,270,1,1,1,전통,자연,고마나루 명승길
9,충남,1,10,180,1,1,1,종교,체험,내포문화숲길
9,충남,2,23.8,340,0,1,0,종교,체험,내포문화숲길
8,충남,1,11.8,210,1,1,1,종교,체험,내포문화숲길
5,충남,4,12.1,320,0,1,1,자연,체험,내포문화숲길
8,충남,3,19.1,340,1,1,1,자연,전통,내포문화숲길
8,충남,3,9.8,200,1,1,1,체험,전통,내포문화숲길
8,충남,3,20.4,440,1,1,1,전통,자연,내포문화숲길
8,충남,2,15.3,240,1,1,1,전통,자연,내포문화숲길
9,충남,3,13.1,270,0,1,1,전통,체험,내포문화숲길
9,충남,3,12.3,270,0,1,1,체험,자연,내포문화숲길
9,충남,4,16.5,390,0,1,1,전통,자연,내포문화숲길
3,강원,2,5.2,120,0,1,1,자연,체험,봄내길
5,강원,3,8.1,180,0,1,1,자연,체험,봄내길
5,강원,3,18.7,300,0,1,1,전통,자연,봄내길
4,강원,3,14.2,300,0,1,1,체험,자연,봄내길
0,강원,4,14.5,420,0,1,0,자연,체험,봄내길
7,강원,2,7.8,150,1,1,0,자연,체험,효석문학 100리길
7,강원,2,10.4,180,1,1,1,자연,체험,효석문학 100리길
7,강원,3,10.2,180,0,0,0,자연,체험,효석문학 100리길
7,강원,3,7.5,150,1,1,0,자연,전통,효석문학 100리길
7,강원,3,4.3,90,1,1,0,자연,체험,효석문학 100리길
7,강원,2,14,260,1,1,1,체험,자연,DMZ펀치볼둘레길
7,강원,3,14.6,330,1,1,1,자연,체험,DMZ펀치볼둘레길
7,강원,3,17.2,400,1,1,1,전통,자연,DMZ펀치볼둘레길
7,강원,4,16.2,380,0,1,0,체험,자연,DMZ펀치볼둘레길
5,강원,3,16,360,0,1,1,자연,체험,둔가리약수숲길
5,강원,3,7.7,240,0,1,1,자연,체험,둔가리약수숲길
5,강원,2,12,270,0,1,1,자연,체험,둔가리약수숲길
5,강원,2,6,120,1,1,1,자연,체험,산꼬라데이길
5,강원,3,5.5,120,0,1,1,자연,체험,산꼬라데이길
5,강원,3,3.8,90,0,1,0,자연,체험,산꼬라데이길
5,강원,3,1.2,30,1,1,0,자연,체험,산꼬라데이길
5,강원,3,1.1,30,0,1,0,자연,체험,산꼬라데이길
5,강원,3,4.3,90,1,1,0,체험,자연,산꼬라데이길
1,강원,3,3.3,60,1,1,0,자연,체험,산꼬라데이길
5,강원,2,7.4,150,1,1,1,체험,자연,개야리 에움 녹색길
5,강원,2,2.1,60,0,1,0,체험,자연,소양강둘레길
5,강원,2,4.1,80,1,1,0,자연,체험,매화마을 녹색길
5,강원,3,29.5,420,0,1,1,자연,체험,백두대간트레일
5,강원,2,6,90,0,1,1,자연,체험,설악누리길
5,강원,3,12.2,240,0,1,0,자연,체험,태백고원 700산소길
5,강원,4,2.5,70,0,1,1,자연,체험,산세따라걷는길
5,강원,3,4.8,90,1,1,0,체험,자연,소이산 생태숲 녹색길
5,강원,3,2.5,60,0,1,0,전통,자연,천년역사의 숨결 녹색길
5,서울,3,1.9,90,0,1,1,자연,체험,고덕산 산책길
5,서울,3,1.9,90,0,0,0,체험,자연,일자산숲나들길
8,서울,2,6.14,120,1,1,1,체험,자연,몽촌토성나들길
0,서울,2,4.17,120,0,1,1,체험,자연,석촌호수산책길
5,충남,3,2.6,60,0,1,1,체험,자연,한산 모시마루 솔바람길
0,서울,2,11.45,180,1,1,1,체험,자연,송파소리길
5,충남,3,0.8,90,0,0,0,전통,자연,이동백 소리 솔바람길
5,서울,3,6.02,150,1,1,1,체험,자연,구룡산 나들길
5,서울,3,4.8,180,0,1,1,자연,종교,대모산 나들길
8,서울,3,5.9,120,0,1,1,종교,자연,선정릉 나들길
5,서울,3,3.25,120,0,1,1,체험,자연,서리골 서리풀 나들길
5,서울,3,3.86,120,1,1,0,체험,자연,우면산 나들길
5,서울,2,3.2,60,1,1,1,자연,체험,동작충효길
5,서울,2,2.6,50,1,1,1,전통,도시,동작충효길
5,서울,2,4.7,80,0,1,1,체험,도시,동작충효길
5,서울,2,3.4,60,0,1,1,체험,도시,동작충효길
5,서울,2,2.7,50,0,1,1,체험,도시,동작충효길
5,서울,3,4.8,80,1,1,1,체험,도시,동작충효길
5,서울,2,3.6,60,0,1,1,체험,자연,동작충효길
2,서울,1,1.63,30,0,1,1,도시,체험,보라매공원 산책길
8,서울,3,7.34,270,1,1,1,전통,체험,현충원 나들길
5,서울,2,5.58,120,1,1,1,자연,체험,관악산 계곡나들길
8,전남,3,8,230,0,1,1,체험,자연,이청준 한승원 문학길
5,서울,3,5.72,180,0,0,0,도시,체험,관악산 나들길
5,서울,2,0.81,40,0,1,1,자연,체험,관음사 산책길
8,서울,3,1.22,40,0,1,1,전통,자연,낙성대 산책길
5,서울,3,6.46,180,0,1,1,자연,체험,독산 삼성산 나들길
5,서울,2,5.87,110,1,1,1,자연,체험,청룡산 나들길
5,서울,4,4,180,0,1,0,자연,체험,호암산 나들길
2,서울,1,2.82,90,0,1,1,체험,자연,여의도공원 산책길
2,서울,1,3.84,90,0,0,0,체험,자연,영등포봄꽃 나들길
5,서울,3,1.5,60,0,0,0,자연,체험,개웅산 숲산책길
5,서울,3,6.84,180,0,1,0,자연,체험,구로 지양산 숲나들길
2,서울,1,0.96,30,0,1,0,체험,도시,서서울호수공원 산책길
5,서울,2,2.63,90,0,0,0,체험,도시,용왕산 나들길
3,서울,2,2.51,90,1,1,1,체험,자연,강서문화 산책길
5,서울,3,2.61,90,1,1,0,전통,자연,봉제산 숲나들길
5,서울,2,4.22,110,0,1,0,자연,체험,우장산공원 산책길
5,서울,3,4.62,120,1,1,1,도시,체험,상암산DMC체험 나들길
2,서울,3,5.12,150,0,0,0,도시,체험,신촌대학탐방 나들길
2,서울,3,19.29,270,0,0,0,도시,체험,월드컵공원 나들길
2,서울,3,3.12,120,0,0,0,체험,도시,홍대예술의거리 나들길
5,서울,3,5.1,180,0,1,0,자연,체험,백련산 나들길
5,서울,2,5.23,180,0,0,0,자연,체험,안산숲 나들길
5,서울,4,12.26,240,0,1,1,도시,체험,탕춘대성숲 나들길
2,서울,2,2.76,60,0,0,0,도시,체험,진관공원 나들길
8,서울,3,8.6,210,0,1,1,전통,체험,도심고궁 나들길
7,충북,3,4.4,90,1,1,1,자연,체험,충청도양반길
5,서울,3,3.06,120,0,0,0,자연,체험,백사실두메 나들길
5,충북,3,9.5,150,1,1,1,자연,체험,충청도양반길
7,서울,4,4.3,180,1,1,1,자연,체험,부암동 나들길
7,충북,3,5,90,1,1,1,자연,체험,충청도양반길
8,서울,3,6.96,150,0,1,1,체험,도시,북악스카이웨이길
8,서울,3,2.79,120,0,1,0,자연,체험,북악하늘 나들길
2,서울,3,4.16,120,0,1,1,자연,체험,성북동고택산책길
2,서울,3,8.12,120,0,0,0,체험,전통,인사동삼청동 나들길
5,서울,3,3.54,90,0,1,0,체험,자연,인왕산 나들길
5,서울,3,2.2,90,0,1,0,자연,전통,개운산숲 나들길
5,서울,2,2.49,90,0,1,1,체험,자연,북한산자락 나들길
2,서울,1,2.01,60,0,0,0,체험,자연,오동공원 산책길
5,서울,3,2.36,90,1,1,0,체험,도시,정릉숲 산책길
5,서울,3,2.22,60,0,0,0,체험,도시,청장산 산책길
5,서울,3,4.7,120,1,1,1,체험,도시,북서울꿈의숲 나들길
5,서울,2,2.01,60,1,1,1,체험,도시,북서울꿈의숲 산책길
5,서울,3,6.81,210,0,1,1,전통,도시,북한산방학 나들길
4,충남,3,5,160,1,1,0,자연,체험,삽시도둘레길
8,서울,3,5.24,150,0,1,1,자연,전통,쌍문역사 산책길
5,서울,2,2.05,60,1,1,1,자연,체험,오패산 나들길
5,서울,3,7.86,150,0,1,1,자연,체험,우이령 나들길
5,서울,4,7.41,270,1,1,1,자연,체험,수락산 나들길
2,서울,2,1.12,60,0,0,0,자연,체험,월계공원 산책길
5,서울,3,4.59,90,0,1,0,자연,체험,초안산 나들길
5,서울,2,5.51,150,0,1,0,전통,체험,망우산숲 나들길
5,서울,3,4.02,120,0,0,0,자연,체험,용마산 나들길
0,서울,2,5.67,120,0,0,0,자연,체험,중랑천 제방 장미 벚꽃길
5,서울,3,3.73,120,0,1,1,체험,자연,중랑캠핑숲 나들길
5,서울,3,3.39,120,0,1,0,도시,체험,배봉산 답십리 나들길
1,서울,2,1.83,60,0,1,0,도시,체험,홍릉수목원길
5,서울,3,8.82,150,0,1,1,체험,자연,서울숲남산 나들길
9,전북,3,27.1,480,0,0,0,종교,자연,아름다운 순례길
2,서울,3,3.48,120,0,1,1,체험,도시,서울숲공원 산책길
0,서울,2,8.7,150,0,1,1,체험,도시,성동 송정둑길
5,서울,3,2.78,120,1,1,1,체험,도시,아차산숲 나들길
7,전남,3,1.6,60,1,1,0,자연,체험,홍도 등대길
5,서울,2,3.11,120,0,1,1,체험,자연,어린이대공원 산책길
2,서울,3,9.17,180,0,1,1,도시,자연,남산순환나들길
1,서울,2,1.93,60,0,1,1,체험,자연,남산야외식물원 산책길
8,서울,2,6.02,120,0,1,1,체험,자연,덕수궁 산책길
2,서울,1,3.3,60,0,1,1,체험,자연,용산가족공원 산책길
8,서울,2,1.6,40,0,0,0,체험,자연,전쟁기념관 산책길
2,서울,3,1.81,60,0,0,0,도시,자연,한남매봉공원 산책길
2,서울,3,3.35,70,1,1,0,체험,자연,강서둘레길
2,서울,3,3.53,80,1,1,0,도시,자연,강서둘레길
2,서울,3,4.56,90,0,1,1,도시,자연,강서둘레길
7,서울,3,11.89,180,1,1,1,자연,체험,내곡둘레길
0,서울,1,5.1,60,0,1,0,자연,체험,당현천길
2,서울,2,9,180,1,1,1,도시,체험,마포난지생명길
2,서울,3,14.4,240,1,1,1,체험,도시,마포난지생명길
2,서울,4,12.7,350,1,1,1,전통,자연,서울둘레길
2,서울,2,18,270,1,1,1,자연,체험,서울둘레길
2,서울,4,14.3,390,0,0,0,자연,체험,서울둘레길
5,서울,3,11,240,1,1,1,자연,체험,불암산 하루길
2,서울,1,3,60,1,1,1,자연,체험,신반포올레길
0,서울,1,4,60,1,1,1,자연,체험,양재천 산책길
8,서울,1,7.6,150,1,1,1,전통,체험,토성산성어울길
5,경남,1,2.1,60,0,1,1,자연,체험,가야산소리길
2,서울,1,2,30,1,1,1,체험,자연,허밍웨이길
2,서울,3,3.78,90,1,1,1,체험,자연,강동그린웨이 걷기대회 코스
8,서울,3,7.8,220,1,1,1,체험,자연,아차산 고구려 역사길
5,서울,3,2,90,1,1,1,체험,자연,독산자락길
7,전남,2,3.9,80,0,1,0,전통,자연,심청 효행길
7,전남,3,1.98,30,0,1,0,자연,체험,심청 효행길
7,전남,2,2.64,45,0,1,1,자연,전통,심청 효행길
7,전남,3,4.98,120,0,1,1,전통,자연,심청 효행길
6,전남,3,5,120,1,1,0,체험,자연,금오도 비렁길
6,전남,3,3.5,60,1,1,0,체험,자연,금오도 비렁길
6,전남,3,3.5,60,1,1,0,체험,자연,금오도 비렁길
6,전남,3,3.2,60,1,1,0,체험,자연,금오도 비렁길
6,전남,3,3.3,60,1,1,0,체험,자연,금오도 비렁길
5,전남,1,7.5,150,1,1,1,체험,자연,서편제 보성소리 득음길
5,전남,4,10.3,210,1,1,1,체험,자연,서편제 보성소리 득음길
5,전남,2,9.3,150,1,1,1,체험,자연,서편제 보성소리 득음길
5,전남,4,6.9,150,1,1,1,체험,자연,서편제 보성소리 득음길
4,전남,3,12.7,210,0,1,1,자연,전통,남도이순신길 백의종군로
4,전남,2,5.9,100,0,1,1,자연,전통,남도이순신길 백의종군로
4,전남,3,7.5,140,0,1,1,자연,전통,남도이순신길 백의종군로
4,전남,2,8.8,120,1,1,1,전통,자연,남도이순신길 백의종군로
4,전남,4,10.7,150,1,1,1,자연,체험,남도이순신길 백의종군로
4,전남,2,12.5,180,1,1,1,체험,자연,남도이순신길 백의종군로
4,전남,4,14,240,0,1,0,체험,자연,남도이순신길 백의종군로
7,전남,3,4.5,70,0,1,1,자연,체험,곡성대황강길
7,전남,3,6.5,100,0,0,0,자연,체험,곡성대황강길
5,전남,3,6,120,1,1,1,자연,체험,월출산 기찬묏길
0,경기,1,5,120,1,1,0,체험,체험,안성천 산책로
4,전남,2,16.28,225,1,1,1,체험,체험,다향길
4,전남,2,7.53,127,1,1,1,자연,체험,다향길
7,전남,3,8.1,150,1,1,1,체험,자연,담양오방길
7,전남,4,10.5,205,0,1,1,자연,전통,담양오방길
7,전남,3,5.2,100,1,1,1,자연,체험,담양오방길
7,전남,3,7.2,220,1,1,1,자연,체험,담양오방길
7,전남,4,32,675,1,1,1,자연,전통,담양오방길
5,전남,4,18.4,300,0,1,1,자연,전통,정약용의 남도 유배길
5,전남,3,15,300,1,1,1,체험,자연,정약용의 남도 유배길
5,전남,3,13.4,270,1,1,1,전통,자연,정약용의 남도 유배길
5,전남,3,16.6,330,1,1,1,종교,자연,정약용의 남도 유배길
7,전남,3,8.6,110,1,1,0,자연,체험,무안갯길
7,전남,1,11.4,140,1,1,0,자연,체험,무안갯길
7,전남,1,9,140,1,1,0,자연,체험,무안갯길
7,전남,4,10,180,1,1,1,자연,체험,무안갯길
7,전남,1,9.5,130,1,1,0,자연,체험,무안갯길
5,전남,3,3,60,0,0,0,자연,체험,무등산자락 무돌길
5,전남,3,4,90,1,1,0,자연,체험,무등산자락 무돌길
5,전남,3,3,60,1,1,1,자연,체험,무등산자락 무돌길
5,전남,3,4,120,1,1,1,자연,체험,무등산자락 무돌길
5,전남,3,3,60,1,1,0,자연,체험,무등산자락 무돌길
4,전남,3,18.7,420,1,1,1,자연,체험,강진 바다둘레길
4,전남,3,10.7,210,0,1,1,체험,자연,강진 바다둘레길
4,전남,3,6,150,0,1,1,체험,자연,땅끝길
4,전남,3,6,120,0,1,1,자연,전통,땅끝길
4,전남,3,11,180,0,1,1,자연,전통,땅끝길
4,전남,3,18,330,0,1,1,자연,전통,땅끝길
4,전남,4,16.9,360,0,1,1,자연,전통,해남삼남길
4,전남,3,25.7,240,0,1,1,자연,전통,해남삼남길
4,전남,3,18.6,150,0,1,1,자연,전통,해남삼남길
4,전남,3,17.4,300,0,1,1,자연,전통,해남삼남길
4,전남,5,15.4,330,0,1,1,자연,전통,땅끝 천년숲 옛길
4,전남,3,18,360,0,1,1,자연,종교,땅끝 천년숲 옛길
4,전남,1,12.5,160,0,1,1,종교,자연,땅끝 천년숲 옛길
1,전남,3,7.3,180,1,1,1,종교,자연,우수영강강술래 길
4,전남,3,15.2,300,0,1,1,자연,체험,명사갯길
6,전남,1,5.71,90,0,1,1,체험,자연,청산도 슬로길
6,전남,3,2.1,48,0,0,0,자연,체험,청산도 슬로길
6,전남,1,4.54,88,0,1,0,체험,전통,청산도 슬로길
6,전남,3,1.8,40,0,1,0,자연,체험,청산도 슬로길
6,전남,3,5.54,125,0,1,1,자연,체험,청산도 슬로길
6,전남,2,5.11,82,0,1,0,자연,체험,청산도 슬로길
6,전남,3,6.21,136,1,1,0,자연,체험,청산도 슬로길
6,전남,3,4.1,80,0,1,0,자연,체험,청산도 슬로길
6,전남,2,3.21,60,0,0,0,자연,전통,청산도 슬로길
6,전남,2,2.67,50,1,1,0,자연,전통,청산도 슬로길
6,전남,2,1.2,20,0,1,1,자연,전통,청산도 슬로길
5,전남,3,3,120,0,1,0,자연,체험,거문도 녹산등대 가는길
5,전남,3,2.2,60,1,1,0,자연,전통,거문도 동백꽃섬길
5,대구,3,15,360,0,1,0,자연,체험,앞산자락길
5,전남,2,8,120,1,1,1,자연,체험,태백산맥 문학기행길
5,전남,3,4.7,120,0,1,1,체험,자연,유달산 일주도로 및 둘레숲길
5,전남,3,2.85,80,1,1,0,자연,체험,양을산 둘레길
5,전남,3,0.72,30,1,1,0,자연,체험,양을산 둘레길
5,전남,1,1.61,80,1,1,0,체험,자연,부주산 일주도로
5,전남,3,2.5,150,1,1,1,자연,체험,부흥산 둘레숲길
5,전남,3,3.5,150,1,1,1,종교,전통,지적산 등산로길
5,전남,3,3.5,150,1,1,1,종교,전통,지적산 등산로길
5,전남,3,5.6,150,0,0,0,전통,체험,고하도 용오름길
1,전남,3,12,180,1,1,1,전통,자연,전라 광양 마실길
6,전남,3,16,300,1,1,1,체험,자연,진도 아리랑길
6,전남,4,10,300,1,1,0,체험,자연,진도 웰빙등산로
4,전남,3,2.8,60,1,1,1,체험,자연,신비의 바닷길
6,전남,3,5.7,180,1,1,0,자연,전통,하화도 꽃섬길
5,전남,2,3,120,0,1,0,자연,체험,만연산 오감연결길
4,전남,3,5.6,90,1,1,1,종교,전통,법성포 굴비길
4,전남,2,3.37,60,1,1,1,체험,자연,미르마루길
5,전남,3,4.5,120,0,0,0,자연,체험,공지산 둘레길
5,전남,3,32,700,0,0,0,체험,자연,돌산종주로
5,전남,3,13,240,0,0,0,자연,전통,호랑산 둘레길
5,전남,4,5.9,180,1,1,0,체험,자연,흑산철새와 당산길
5,전남,2,3,140,1,1,0,체험,자연,신안 송공산 등산길
6,전남,2,10,180,0,1,0,전통,자연,증도모실길
6,전남,2,6.56,150,0,1,1,체험,전통,풍류락도 영산가람길
6,전남,2,6.56,150,0,1,1,체험,전통,풍류락도 영산가람길
6,전남,3,13.08,270,0,1,0,종교,자연,풍류락도 영산가람길
6,전남,3,13.08,270,0,1,0,종교,자연,풍류락도 영산가람길
6,전남,3,9.32,210,0,1,1,체험,자연,풍류락도 영산가람길
6,전남,3,7.93,150,0,1,0,체험,자연,풍류락도 영산가람길
2,강원,3,25,480,1,1,1,자연,체험,동강길
2,강원,3,20,420,0,1,1,자연,체험,동강길
2,강원,4,12,360,0,1,1,자연,체험,동강길
6,전남,2,3,420,0,1,0,자연,체험,가거도탐방길
8,전남,2,17.7,270,0,1,1,자연,체험,고흥마중길
8,전남,3,9.33,120,0,0,1,체험,자연,고흥마중길
8,전남,3,11.8,120,0,0,1,체험,자연,고흥마중길
8,서울,2,5.5,180,0,1,1,자연,전통,아차산 고구려 역사길
1,경기,3,10.7,210,0,1,1,체험,자연,김삿갓 풍류길
4,경남,3,16,300,0,1,1,체험,자연,남해 바래길
5,전남,3,14,210,0,1,0,체험,자연,생명의 녹색길
5,전남,3,10,200,0,1,1,자연,체험,축령산 산소길
5,전남,3,6.3,130,0,1,1,전통,자연,축령산 산소길
5,전남,3,6,120,0,1,1,전통,자연,축령산 산소길
5,전남,3,4,90,0,1,1,전통,자연,축령산 산소길
5,전남,2,10,170,1,1,0,자연,체험,구봉산 둘레길
5,전남,3,19.3,401,1,0,1,자연,체험,영취산 등산길
0,전남,3,20.2,120,0,1,1,자연,체험,섬진강 100리 테마로드 조성길
6,전남,2,16,300,1,1,1,자연,체험,남도삼백리길
6,전남,2,20,420,1,1,1,자연,체험,남도삼백리길
6,전남,3,14,300,1,1,0,체험,자연,남도삼백리길
6,전남,4,20,480,1,1,0,자연,체험,남도삼백리길
6,전남,4,25,600,1,1,0,체험,자연,남도삼백리길
6,전남,3,15,360,1,1,0,자연,체험,남도삼백리길
6,전남,2,19,360,1,1,0,자연,체험,남도삼백리길
6,전남,2,12,300,1,1,0,종교,자연,남도삼백리길
6,전남,4,12,240,1,1,0,종교,전통,남도삼백리길
6,전남,2,25,480,1,1,0,체험,자연,남도삼백리길
6,전남,2,45,480,1,1,0,체험,자연,남도삼백리길
4,경남,3,15,330,0,1,1,자연,전통,남해 바래길
4,경남,4,12.4,270,0,1,1,자연,체험,남해 바래길
4,경남,3,14.7,360,0,1,1,체험,자연,남해 바래길
7,전남,2,1.7,30,0,1,0,자연,자연,진포동 녹색 석관황포길
4,경남,3,14.6,300,0,1,1,자연,전통,남해 바래길
4,전남,1,3.9,150,0,1,1,자연,체험,용마루길
4,경남,3,14,270,0,1,1,자연,체험,남해 바래길
5,전남,3,6.7,90,0,1,1,체험,자연,천지인 둘레길
5,전남,3,3,60,0,1,1,자연,전통,천지인 둘레길
5,전남,2,9,180,0,1,1,자연,전통,천지인 둘레길
5,경남,3,12.1,360,1,1,1,자연,전통,지리산둘레길
4,경남,3,10,180,0,1,1,체험,자연,남해 바래길
5,전남,3,3,120,1,1,0,자연,전통,복암리 잠애산 산책로
